CODCOMPRA,ITEM,CODPROD,VALORCOMPRA,VALORVENDA,PRODESP,PRECOCUSTO,VALORTOTAL,DESCONTO,IMPOSTO,FRETE,DESPESA,CREDICMS,MES,LANCADO,DELETADO,CODLANCENT,ESTORNADO,LUCRO,OUTROS,ETIQUETA,PRECOAVISTA,PRECOANTERIOR,DESCAVISTA,IDREMESSA,GRADE,MARGEMLUCRO,IPI,ICMS_ENTRADA,ICMS_SAIDA,SIT_TRIBUTARIA,BASEICMS,BASEICMS_SUB,VALICMS_SUB,NCM,ICMS_GARANTIDO,VALORICMS,CFOP,REG50_OUTRAS,REG50_ISENTA,PIS_VBC,PIS_PPIS,COFINS_VBC,COFINS_PCOFINS,ICMS_PRED_BC,ICMSSN,MODBCST,PMVAST,PREDBCST,PCREDSN,VBCSTRET,VICMSSTRET,MODBC_ICMS,PICMSST,ICMSSUB_PREDBCST,PIS_BASE,COFINS_BASE,PIS_CST,COFINS_CST,IND_MOVFISICA,CUSTOMEDIO,QUANT_SEG,QUANTIDADE,CUSTO_ICMSSUB,BONIFICACAO,MARGEM_LUCRO,CUSTOS_VARIAVEIS,PERCCUSTOS_VARIAVEL,VBCUFDEST,PFCPUFDEST,PICMSUFDEST,PICMSINTER,PICMSINTERPART,VFCPUFDEST,VICMSUFDEST,VICMSUFREMET,FUNRURAL,PRECO_ALTERADO,ORIGEM_MERCADORIA,QUANTCOMP,LOTE,FCPOBREZA,DESOSSA,ICMS_OP,V_ICMS_DIF,C_BENIFIC,PDIF,UNID_FOR,QUANT_CAIXA,USARUNID_FOR
67,1,000002,712.5,712.5,,712.5,712.5,0,0,0,0,0,07/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,99999999,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,000003,199.26,199.26,,199.26,199.26,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2,000004,1035.63,1035.63,,1035.63,1035.63,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3,000006,964.91,964.91,,964.91,964.91,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1,000002,1800,1800,,1800,1800,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,99999999,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,000003,51,51,,51,51,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,000003,581.9,581.9,,581.9,581.9,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,000003,100,100,,100,100,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1,000004,2058.94,2058.94,,2058.94,2058.94,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2,000006,1047.68,1047.68,,1047.68,1047.68,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,000004,1974.66,1974.66,,1974.66,1974.66,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2,000006,2066.67,2066.67,,2066.67,2066.67,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1,000006,70,70,,70,70,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,000006,520,520,,520,520,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1,000004,150,150,,150,150,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,000002,750,750,,750,750,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,99999999,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2,000004,580,580,,580,580,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1,000009,770,770,,770,770,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1,000009,6,6,,6,6,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,000006,625,625,,625,625,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,000006,1101.3,1101.3,,1101.3,1101.3,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1,000004,3412.84,3412.84,,3412.84,3412.84,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2,000006,3405.55,3405.55,,3405.55,3405.55,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,000004,2455.39,2455.39,,2455.39,2455.39,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2,000006,1109.09,1109.09,,1109.09,1109.09,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1,000004,2374.1,2374.1,,2374.1,2374.1,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2,000006,747.5,747.5,,747.5,747.5,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1,000009,70,70,,70,70,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1,000009,630,630,,630,630,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1,000009,35,35,,35,35,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1,000009,70,70,,70,70,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1,000009,420,420,,420,420,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1,000009,840,840,,840,840,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1,000009,35,35,,35,35,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1,000009,700,700,,700,700,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1,000009,630,630,,630,630,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1,000009,630,630,,630,630,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1,000009,70,70,,70,70,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1,000009,560,560,,560,560,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1,000009,35,35,,35,35,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,000009,80,80,,80,80,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,000009,35,35,,35,35,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,000002,750,750,,750,750,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,99999999,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2,000004,700,700,,700,700,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,3,000006,1168.68,1168.68,,1168.68,1168.68,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1,000009,595,595,,595,595,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,000009,735,735,,735,735,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,000009,25,25,,25,25,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,000009,490,490,,490,490,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,000009,385,385,,385,385,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1,000009,405,405,,405,405,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1,000009,175,175,,175,175,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1,000009,805,805,,805,805,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,000009,155,155,,155,155,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1,000009,400,400,,400,400,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1,000009,525,525,,525,525,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1,000009,70,70,,70,70,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,000009,70,70,,70,70,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,000009,70,70,,70,70,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1,000009,315,315,,315,315,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,000009,875,875,,875,875,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,000009,70,70,,70,70,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,000009,24,24,,24,24,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,000009,8,8,,8,8,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1,000009,24,24,,24,24,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1,000009,8,8,,8,8,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1,000010,113.23,113.23,,113.23,113.23,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1,000004,319.13,319.13,,319.13,319.13,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,000010,249.4,249.4,,249.4,249.4,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1,000009,35,35,,35,35,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,000009,700,700,,700,700,0,0,0,0,0,08/2023,0,0,,0,0,0,0,,,,,,0,0,0,0,41,0,0,0,,0,0,5933,0,0,0,0,0,0,0,,,,,,,,,,,0,0,99,99,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
